NUTTAB index,data_source,name,variety,extra_desc,notes,data_notes,density,food_type,brand,category,energy,water,protein,fat,fibre,sugar,starch,carbohydrate,sugar_alcohol,saturated_fat,monounsaturated_fat,polyunsaturated_fat,trans_fat,caffeine,quantity,quantity_unit,energy_unit,salt
"F009574","Analysed","wine","red","merlot","Alcoholic beverage produced by fermentation of grape juice from the merlot grape, with prolonged grape skin contact to produce wine of a deep red colour. Includes wine produced in Australia and New Zealand. Approximately 12% v/v alcohol.","The majority of nutrient data were derived from a composite of 8 samples of Australian bottled red wine made from merlot grapes (Warburn, Taylors, Brown Brothers, Rawsons Retreat, McGuigan, Riddoch, Grant Burge and Oyster Bay) purchased in VIC in 2015. Alcohol and minerals were derived through individual analysis of the same samples. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",0.99,"nuttab",,"uncategorised",326.0,85.4,0.3,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009575","Analysed","wine","red","pinot noir","Alcoholic beverage produced by fermentation of grape juice from the pinot noir grape, with prolonged grape skin contact to produce wine of a deep red colour. Includes wine produced in Australia and New Zealand. Approximately 12% v/v alcohol.","Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian bottled red wine made from pinot noir grapes (Ninth Island, Stonier, Artemis, Devils Corner, Taylors, Red Hill, Saint Clair and Oyster Bay) purchased in VIC in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Vitamins (B1, B2, B3, B5, B6, tocopherols, carotenes, folate) were imputed from merlot. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",0.99,"nuttab",,"uncategorised",318.0,86.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009577","Analysed","wine","red","shiraz","Alcoholic beverage produced by fermentation of grape juice from the shiraz grape, with prolonged grape skin contact to produce wine of a deep red colour. Includes wine produced in Australia only. Approximately 12% v/v alcohol.","Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian bottled red wine made from shiraz grapes (d'Arenberg The Footbolt, De Bortoli, Penfolds, Leasingham, Taylors, Wynns, St Hallet, Jacob's Creek and Angove Nine Vines) purchased in Vic in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Vitamins (B1, B2, B3, B5, B6, tocopherols, carotenes, folate) were imputed from merlot. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",0.99,"nuttab",,"uncategorised",338.0,84.6,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009571","Recipe","wine","red",,"Alcoholic beverage produced by fermentation of grape juice with prolonged grape skin contact to produce wine of a deep red colour. Approximately 12% v/v alcohol.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",0.99,"nuttab",,"uncategorised",332.0,85.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009573","Calculated","wine","red","cooked","Alcoholic beverage produced by fermentation of grape juice with prolonged contact with grape skins, that has been heated until the majority of alcohol has evaporated.","The majority of nutrient data were calculated from red wine. Vitamins (folic acid, retinol, B12, D), cholesterol, fatty acids and caffeine were imputed zero.",1.01,"nuttab",,"uncategorised",122.0,94.2,0.3,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009578","Imputed","wine","red","sparkling","Alcoholic beverage produced by fermentation of grape juice from red wine grapes, retaining significant quantities of dissolved carbon dioxide. Approximately 13% v/v alcohol.","The majority of nutrient data were imputed from shiraz. Data on specific gravity, acidity and sugars content were provided by the Australian wine industry in 2004. Alcohol is based on label data for products available in 2012.",1.0,"nuttab",,"uncategorised",338.0,85.5,0.2,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009579","Analysed","wine","rose",,"Alcoholic beverage produced by fermentation of grape juice so that the wine has a pale pink colour. Includes wine produced in Australia and New Zealand. Approximately 13% v/v alcohol.","The majority of nutrient data were derived from a composite of 8 samples of Australian bottled rose wine (Jacob's Creek, Lindeman's, Yalumba, Banrock Station, Wirra Wirra, Angove Nine Vines, Charles Melton and Monkey Bay) purchased in VIC in 2015. Alcohol and minerals were derived through individual analysis of the same samples. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",1.0,"nuttab",,"uncategorised",289.0,88.2,0.2,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009583","Analysed","wine","white","sauvignon blanc","Alcoholic beverage produced by fermentation of grape juice from the sauvignon blanc grape, produced with little contact with grape skins so that the wine is pale yellow in colour with little sugars remaining. Includes wine produced in Australia and New Zealand. Approximately 12% v/v alcohol.","The majority of nutrient data were derived from a composite of 8 samples of Australian bottled wine made from sauvignon blanc grapes (Giesen, Villa Maria, South Island, Overstone, Yalumba, Evans & Tate, Stoneleigh and Oyster Bay) purchased in VIC in 2015. Alcohol and minerals were derived through individual analysis of the same samples. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",0.99,"nuttab",,"uncategorised",293.0,87.4,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009584","Analysed","wine","white","semillon","Alcoholic beverage produced by fermentation of grape juice from the semillon grape, produced with little contact with grape skins so that the wine is pale yellow in colour with little sugars remaining. Includes wine produced in Australia only. Approximately 12% v/v alcohol.","Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian bottled wine made from semillon grapes (Brokenwood, McWilliams, Peter Lehmann, Tyrell's, Hungerford Hill, Kaesler, Pools Rock and Margan) purchased in VIC in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Iodine was derived from 10 samples of dry or medium-dry white table wines purchased in WA, NSW, ACT, TAS & VIC in 2004. Vitamins (B1, B2, B3, B5, B6, carotenes, tocopherols, folate) were imputed from white wine. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",0.99,"nuttab",,"uncategorised",267.0,88.3,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009582","Analysed","wine","white","chardonnay","Alcoholic beverage produced by fermentation of grape juice produced from the chardonnay grape, with little contact with grape skins so that the wine is pale yellow in colour with little sugars remaining. Includes wine produced in Australia. Approximately 13% v/v alcohol.","Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian bottled wine made from chardonnay grapes (Vasse Felix, Penfolds, Devil's Lair, Yellow Tail, Hardys, Annie's Lane, Jacob's Creek and Yalumba) purchased in VIC in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Vitamins (B1, B2, B3, B5, B6, carotenes, tocopherols, folate) were imputed from white wine. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",0.99,"nuttab",,"uncategorised",307.0,86.8,0.3,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009586","Analysed","wine","white","riesling","Alcoholic beverage prepared by fermentation of grape juice produced from the riesling grape, with little contact with grape skins so that the wine is pale yellow in colour with some sugars remaining. Includes wine produced in Australia. Approximately 12% v/v alcohol.","Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian bottled wine made from riesling grapes (Pikes, Annie's Lane, Jim Barry, Leeuwin Estate, Wynns, Leo Buring, Peter Lehmann and Pewsey Vale) purchased in VIC in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Vitamins (B1, B2, B3, B5, B6, carotenes, tocopherols, folate) were imputed from white wine Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",1.0,"nuttab",,"uncategorised",292.0,88.5,0.2,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009581","Recipe","wine","white",,"Alcoholic beverage produced by fermentation of grape juice, produced with little contact with grape skins so that the wine is pale yellow in colour. Approximately 12% v/v alcohol.","These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.",1.0,"nuttab",,"uncategorised",301.0,88.1,0.3,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009580","Calculated","wine","white","cooked","Alcoholic beverage produced by fermentation of grape juice with little contact with grape skins, then heated until the majority of alcohol has evaporated.","The majority of nutrient data were calculated from white wine. Vitamins (folic acid, retinol, B12, D), cholesterol, fatty acids and caffeine were imputed zero.",1.0,"nuttab",,"uncategorised",107.0,94.6,0.2,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009590","Analysed","wine","white","sparkling","Alcoholic beverage prepared by fermentation of grape juice produced with little grape skin contact so that the wine is pale yellow in colour and retains significant quantities of dissolved carbon dioxide. Includes wine described as brut or semi-brut in style produced in Australia and France. Approximately 12% v/v alcohol.","Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian sparkling wine (Seppelt, Chandon, Yellowglen, Petaluma, Jansz, Arras, Mumm and Moet & Chandon) purchased in VIC in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Vitamins (B1, B2, B3, B5, B6, carotenes, tocopherols, folate) were imputed from white wine. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero.",1.0,"nuttab",,"uncategorised",306.0,88.3,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009592","Analysed","wine","white","sweet dessert style","Alcoholic beverage prepared by fermentation of grape juice with little grape skin contact, so that the wine is golden in colour and retains a high level of residual sugars (approximately 10% sugars). Includes botrytised wine produced in Australia and New Zealand. Approximately 10% v/v alcohol.","Proximates, organic acids and iodine were derived from a composite of 8 samples of Australian dessert style wine (Gramp's Botrytis Semillon, Tempus Two Botrytis Semillon, De Bortoli Noble One Botrytis Semillon, d'Arenberg The Stump Jump Sticky Chardonnay, Peter Lehman Botrytis Semillon, De Bortoli Deen Vat 5 Botrytis Semillon, Toi Toi Late Harvest Dessert Wine and Yalumba FSW 8B Botrytis Viognier) purchased in VIC in 2015. Alcohol and the remaining minerals were derived from individual analysis of the same samples. Vitamins (B1, B2, B3, B5, B6, carotenes, tocopherols, folate) were imputed from white wine. Proximates (fibre, starch), vitamins (folic acid, B12, D, retinol), fatty acids, cholesterol and caffeine were imputed zero. Note low sum of proximates - data should be used with caution.",1.04,"nuttab",,"uncategorised",517.0,74.0,0.4,0.0,0.0,15.3,0.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009566","Analysed","wine","fortified","port","Sweet, alcoholic beverage prepared from fermented grape juice to which additional alcohol is added. Approximately 16% v/v alcohol.","The majority of nutrient data were derived from a composite of 6 samples of Australian port or tawny port (3x Penfolds, 1x Benjamin Mildara Wines, 1x Brown Brothers and 1x Lindemans) purchased in Adelaide in 1990. Vitamins (folic acid, alpha-tocopherol, B12, D), I and caffeine were imputed zero.",1.04,"nuttab",,"uncategorised",624.0,73.7,0.2,0.0,0.0,12.9,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009567","Analysed","wine","fortified","sherry, dry style (approximately 1% sugars)","Fermented grape juice to which additional alcohol is added and with a low sugars content (approximately 1%). Approximately 18% v/v alcohol.","The majority of nutrient data were derived from a composite of 6 samples of Australian dry sherry (2x McWilliams, 2x Seppelt and 2x Lindemans) purchased in Adelaide and another unspecified state in 1990. Folate was borrowed from UK CoFID 2015, 17-236 - Sherry, medium. Iodine was imputed from white wine.",0.99,"nuttab",,"uncategorised",431.0,82.1,0.1,0.0,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F009568","Analysed","wine","fortified","sherry, sweet style (approximately 11% sugars)","Fermented grape juice to which additional alcohol is added and with a high sugars content (approximately 11%) and a sweet flavour. Approximately 17.0% v/v alcohol.","The majority of nutrient data were derived from a composite of 6 samples of Australian sweet sherry (2x McWilliams, 2x Seppelt and 2x Lindemans) purchased in Adelaide and another unspecified state in 1990. Folate was borrowed from UK CoFID 2015, 17-236 - Sherry, medium. Iodine was imputed from Riesling. Vitamins (folic acid, B12, D, alpha-tocopherol) and caffeine were imputed zero.",1.03,"nuttab",,"uncategorised",594.0,75.2,0.2,0.0,0.0,11.4,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"ml","kj",
"F002980","Analysed","cocoa powder",,,"Powder produced from the liquor extracted from cocoa beans. Typically used to flavour beverages and in baking.","The majority of nutrient data were derived from a composite of 8 samples of cocoa power (2x Nestle Plaistowe, 2x Nestle Bakers Choice, 2x Cadbury Bournville, 1x Coles and 1x Woolworths) purchased in ACT, QLD, VIC, SA and WA in 2015. Protein, fat, moisture, sugars, ash and fibre were also derived from a composite of 10 samples of cocoa powder (5x Cadbury, 2x Homebrand, 1x Savings, 1x Bilo and 1x Van Houten) purchased in Melbourne in 2002. Caffeine was also derived from a composite sample of 8 samples of cocoa powder (4x Cadbury, 1x Nestle, 2x Bilo, 1x Homebrand) purchased in VIC in 2002. Iodine and folate were also derived from a composite of 8 samples of cocoa powder (3x Cadbury, 3x Nestle and 2x Savings) purchased in Melbourne in 2006. Cholesterol, Cl, F and S were derived from a composite of 6 samples of 4 brands of cocoa powder purchased in Adelaide in 1989. Alcohol, folic acid, D and B12 were imputed zero. Note low sum of proximates, likely due to considerable uncertainty in the analysis of fibre and starch in cocoa powder - values should be used with caution.",,"nuttab",,"uncategorised",1307.0,4.1,20.5,15.2,27.7,1.5,9.0,10.5,0.0,9.17,4.71,0.49,0.0,150.0,100.0,"g","kj",
"F001029","Analysed","beverage base","chocolate flavour","added vitamins A, B1, B2, C & D, Ca & Fe (Milo)","Dry beverage base used to prepare a chocolate flavoured beverage with the addition of milk. Contains added iron, calcium and vitamins A, B1, B2, C and D. Typical ingredients include malted cereals, milk solids and cocoa. Milo brand is an example of such a product.","Proximates, vitamins (B6, D, tocopherols, folate), I, fatty acids and tryptophan were derived from a composite of 8 samples of Milo purchased nationally in 2008. Vitamins (B1, B2, B3, C, carotenes, retinol, pantothenate) and remaining minerals were derived from the 8 individual samples from the same program. Caffeine was derived in a composite of 4 samples of Milo purchased in Melbourne in 2002 (Vic Dept. of Natural Resources and Environment). Minerals (Mg, P) and cholesterol were imputed from chocolate drinking powder with added vitamin A, B3 & Fe. B12 was imputed from unfortified drinking chocolate. Alcohol was imputed zero.",,"nuttab",,"uncategorised",1666.0,1.2,12.7,10.4,9.1,47.3,13.9,61.2,0.0,6.62,2.55,0.32,487.18,10.0,100.0,"g","kj",
